h_mean,h_std,h_rms,h_peak,h_skewness,h_kurtosis,h_crest_factor,h_shape_factor,h_impulse_factor,h_peak_to_peak,h_freq_mean,h_freq_std,h_freq_peak,h_spectral_energy,v_mean,v_std,v_rms,v_peak,v_skewness,v_kurtosis,v_crest_factor,v_shape_factor,v_impulse_factor,v_peak_to_peak,v_freq_mean,v_freq_std,v_freq_peak,v_spectral_energy,rul,snapshot_idx,split,condition,bearing
-0.0014123508639042198,0.32842007138117973,0.32842310823232573,1.4980883063303836,0.06304138585729492,0.31327434872968674,4.561458279805567,1.2695117273309127,5.790824779961492,2.845931884986052,45.431091520095706,38.34655857770401,68.75,57908308.07385042,-0.0033648900433184267,0.3310192762303043,0.3310363782442016,1.747585291684278,0.03631837931714867,0.33583110209954015,5.279133673912496,1.2713249702195102,6.711494460791892,3.3596311903783036,45.581258856885555,38.903977362757786,68.75,58837739.33355628,89.171974522293,17,test,1,3
0.010384655403631567,0.33652614024878336,0.33668632900460327,1.7420751992515506,0.019272740748293736,0.3490363698854364,5.17417860237075,1.272807372059168,6.585732669467853,3.3287305920155688,46.388799647275896,39.574200541098264,68.75,60916335.92208861,0.010267249640140343,0.3340128224082553,0.3341705880958132,1.639702154632371,0.008124747812223889,0.3164978169203452,4.906781784629501,1.2707946445279519,6.2355120137931355,3.048033259270599,45.9613686479514,39.37221137785148,68.75,60008340.46812337,88.53503184713377,18,test,1,3
-0.013641016063621982,0.337985440109561,0.3382606022659181,1.6048077765674469,0.04412737548594199,0.31565179757628403,4.7442940910425895,1.270290353076474,6.026631016026936,3.0805648449934213,46.52560041293833,39.88295058664281,68.75,61526527.85714789,-0.014038155321784169,0.33425222846323355,0.33454689064087295,1.465618433642808,0.0636415413032411,0.3022753169577812,4.3809058599553055,1.2706967806440694,5.566802972566585,2.8128801465375806,46.16704180529233,39.274319275817874,68.75,60192651.733081944,87.89808917197452,19,test,1,3
0.013328250771292252,0.33762692168894665,0.33788989407464765,1.633601315583907,0.05146873817986327,0.3512509931453103,4.834714930000755,1.272845958750492,6.1538473603803405,3.235014939919742,46.501300765955754,39.80549924728634,68.75,61388369.80943407,0.0152896058925984,0.33795267048044936,0.33829835875040565,1.6869301941848154,0.008425261860711485,0.33999260044967095,4.986516045809242,1.270735541914088,6.336543169753432,3.171441697467907,46.719287980406136,39.687359876019805,68.75,61567441.36007399,87.26114649681529,20,test,1,3
-0.0011499700630914968,0.33613320074581193,0.33613516786371866,1.6884818362138714,0.05277942138353577,0.39823168211026694,5.0232227914141365,1.273862076749124,6.39889301706338,3.2240300196458564,46.077873365145436,39.73947692352379,68.75,60660063.27311824,-0.0007602597460031277,0.3378181509539068,0.33781900643509977,1.5086941322448972,0.03118583600156813,0.24555024298345574,4.465983569607931,1.2676993219377146,5.661524342993706,2.9773277531738414,46.43650266199576,39.78585896583653,68.75,61264090.77763235,86.62420382165605,21,test,1,3
-0.0018484884760442046,0.3324185080664011,0.33242364749629055,1.607038326691163,-0.02312599175061045,0.34796948312429166,4.834308084849052,1.2729082580390114,6.153630683127628,3.0122749634191717,46.32559704955612,38.40683117988507,68.75,59328849.89178732,-0.004887171467996177,0.3332955120376574,0.33333134084481436,1.7093497229820445,-0.02608727863199262,0.31564590260866776,5.128079821851258,1.273550779032131,6.530870052077213,3.206829715107855,46.31086796264222,38.68990881861391,68.75,59664065.09929988,85.98726114649682,22,test,1,3
0.002810888808747155,0.33903569730110716,0.33904734940763526,1.6772147992074304,0.05764185784224386,0.3039283802920334,4.946845336301317,1.2690558262309903,6.277822895515305,2.9987333602565007,46.8369063178411,39.66477538799486,68.75,61718367.43690331,0.005155082688374487,0.33903985785186924,0.3390790469635947,1.5526691426389558,0.018861043607356527,0.3202256898167555,4.579077228564581,1.2700651376383536,5.815726350570677,3.0439425666485422,46.92221934416372,39.58035727349273,68.75,61739816.55169664,85.35031847133759,23,test,1,3
0.0026974445824781285,0.3330266597071607,0.3330375838895432,1.722644409296781,0.05119522071873858,0.40575658374272816,5.172522539867299,1.2729731392069974,6.584482255213597,3.198824652821589,46.21715439464093,38.711799607258406,68.75,59549758.08177126,0.0018460288533822672,0.3357615608438577,0.33576663557124176,1.6569200914661573,0.028280345540471076,0.3903464941883934,4.934737153506318,1.2755619382141254,6.294562888122521,3.185353578842057,46.54696350534441,39.081477402958974,69.53125,60522195.969079,84.71337579617835,24,test,1,3
-0.01045488409991452,0.331672938581452,0.33183767536070746,1.7154856972081816,-0.013033819148644547,0.42510093144495453,5.16965319063991,1.275550692300508,6.594154706294138,3.246802129651832,46.130468438604964,38.52018122025372,68.75,59176132.27386988,-0.00992483012410748,0.3343649516560311,0.3345122167409322,1.5785974335903976,-0.014904687606437542,0.32280789816433186,4.7191024858988815,1.273587442397866,6.010189665447335,3.0828217788538668,46.69675413115635,38.591053108953915,69.53125,60126924.414054714,84.07643312101911,25,test,1,3
0.0016976041658690246,0.3322748089439443,0.3322791454765686,1.4614925411361297,0.026413083493104107,0.3132629675018035,4.398387804433522,1.2727429615847412,5.598017120429774,2.911100850206405,46.04466939917181,38.70040372202223,69.53125,59274573.05930205,0.0002581619600553692,0.33130465929784236,0.3313047598813772,1.6474250354791333,0.06488993337042226,0.38091845272062175,4.972536573467937,1.2727523822708058,6.328807769829128,3.177524839513638,46.01160605936563,38.460898734721404,68.75,58921920.489795536,83.43949044585987,26,test,1,3
0.009101508601730597,0.3347741999691762,0.3348978985061407,1.439540268177196,0.016926513857442458,0.33270955515689016,4.298445211493323,1.271595900735931,5.465885310489224,2.8520943723628145,46.45221006061321,38.985733069156545,69.53125,60255358.197020456,0.01220337347639373,0.33711886845691175,0.3373396712423146,1.657766441663824,0.005384729038563707,0.3825565993575686,4.914235066257946,1.2742455575214278,6.26194220181377,3.0114462455172895,46.55504873645607,39.57825055948157,68.75,61174750.90764435,82.80254777070064,27,test,1,3
-0.0007157397228586704,0.33937367769509874,0.3393744324424685,1.633142875893504,0.005586635329748091,0.40713703384978484,4.812215416862747,1.2758895805595434,6.13985550980127,3.229610641261723,46.94266264961954,39.62894913223191,68.75,61834316.77478518,0.0012904681618728948,0.33966023418337415,0.3396626856067375,1.5150241911385625,-6.923268771887e-05,0.3717400870270664,4.460378650153529,1.2764393803134453,5.693402960182054,3.0187195675284895,46.748676131115865,39.93769586393431,69.53125,61939028.310951166,82.16560509554141,28,test,1,3
0.0016520305581309456,0.3418269246679011,0.3418309167305964,1.5930029545395719,0.07965591865969296,0.29959840638811874,4.660207361496176,1.2704414552792267,5.920520622259486,3.0088983787763963,47.27769894237289,39.922306784083524,69.53125,62733867.35612935,0.001575820101498657,0.3382777823510104,0.3382814527007205,1.6943975361565955,0.06948468424770046,0.44716422869142036,5.00883959975964,1.2742698455063526,6.382613262970685,3.297010091898844,46.78510568690061,39.50955072594645,69.53125,61437554.07688655,81.52866242038218,29,test,1,3
0.0016353439215431587,0.3329023344471876,0.33290635114117134,1.6474162840381892,0.031104929812284396,0.3399136303197561,4.948587728609125,1.270919007905813,6.28925420659768,3.2853992251246007,46.00463815370868,38.92452981992706,68.75,59499245.62298567,0.002433409791552211,0.3363254210303074,0.33633422412003683,1.7941257364080663,0.06424711951976726,0.3640626703367169,5.334353769964287,1.2743819311725273,6.798004058944751,3.377651396670295,46.598727354198004,39.184371298340295,69.53125,60733134.35774282,80.89171974522293,30,test,1,3
0.01303665182942537,0.3361020225516768,0.3363547589290949,1.5322509441202412,0.010544111763189585,0.3251808732786561,4.555460874090654,1.2716073978166347,5.792757747975131,2.9808101315913254,46.33927952918629,39.56522695458129,69.53125,60829466.80834603,0.011041558995020639,0.3371743340169523,0.3373550763584503,1.7205990629857526,0.046332342951531096,0.3654529531505082,5.100261367202497,1.275697466124948,6.506390502734475,3.2307920050792998,46.7081013170991,39.38853581651762,68.75,61163167.45592809,80.2547770700637,31,test,1,3
-0.008226455351004518,0.34347435132017146,0.3435728519287498,1.6375862144312554,0.01844233261002644,0.3661716329065139,4.766343455931995,1.2730275997792868,6.067686769446479,3.15974266921474,46.959192859255765,40.80513582983499,69.53125,63409764.82851326,-0.008114705479331427,0.3423549943965721,0.34245115072560817,1.6947501820722901,0.05230450556407762,0.3385265007196283,4.948881551358179,1.2716370200916591,6.293180988774079,3.2801359848328597,46.77791068601579,40.698751051199984,68.75,62989291.7702889,79.61783439490446,32,test,1,3
0.005356054965759778,0.3369019095730427,0.33694448207198596,1.56237036896043,0.02781959822341652,0.31498258083681296,4.636877741247601,1.2721929407505759,5.8990031295561804,3.02789188968337,46.40768361892758,39.59122284766009,69.53125,60967125.40893284,0.004309275211416462,0.3337751766207483,0.33380299336743435,1.783793275785164,0.002618632898679888,0.3457598245512754,5.3438504483879985,1.2728867920659035,6.802116654548916,3.297389186258216,46.238063617313585,38.90541445062055,68.75,59827647.29390354,78.98089171974523,33,test,1,3
-0.003730961887456209,0.335201573777888,0.3352223368747652,1.5513467204551012,0.042044729393061496,0.3308405336905542,4.6278142886105975,1.2723946519565013,5.8884061510935695,3.1017235999350943,46.18107702238038,39.36541396229302,69.53125,60331256.89540153,-0.004739728326681778,0.33002414660208845,0.3300581802728839,1.49625461227572,0.02313259311160745,0.3824463287434474,4.533305646398828,1.2738921243379417,5.774942360181686,2.85043693655905,45.86582638600544,38.29652470164563,68.75,58495759.71708841,78.343949044586,34,test,1,3
0.003792891766767333,0.3342003728614029,0.3342218952262929,1.7375172507911987,0.03783317253217811,0.3607571963146867,5.198693669095415,1.275082145951256,6.628761479753224,3.204466987472702,46.258609671976366,38.99812393810151,69.53125,59977115.88517137,0.0069435704879853835,0.3355407431604088,0.3356125794599497,1.596934956499566,0.03318345850622992,0.32041154932685734,4.7582690704398285,1.2716119004436406,6.050671575502213,2.9611324894955695,46.333208708775864,39.31490579616793,69.53125,60496741.12225349,77.70700636942675,35,test,1,3
0.0007106516778336959,0.3332516465807403,0.33325240430427777,1.6147612075379256,0.06387898379241594,0.33970405555814054,4.845460037727784,1.274344589436514,6.174785782427777,3.1525751409782483,45.915760011154575,39.125674868334166,68.75,59622612.19417353,-0.0018535757093428636,0.33431209855314675,0.33431723703979005,1.5954627245084894,0.06949455315888357,0.3364050347739296,4.772301717466716,1.2713153664527863,6.067100506782607,3.0216817932203237,46.00579020457387,39.31913214669662,69.53125,60006840.4857513,77.07006369426752,36,test,1,3
-0.010197166240932512,0.3302157327919833,0.330373141133918,1.6324816648015767,0.028056929406974813,0.3746753341906084,4.9413268257630625,1.2753507461266185,6.301924854111473,3.1085208499601067,45.61956161116654,38.71345392509044,69.53125,58652687.01438149,-0.007259925015549884,0.33370477345430066,0.3337837358791131,1.5358038517208639,0.005622274608231963,0.3645980249393941,4.6011943861533355,1.2742654958014141,5.863143245767929,2.947740760847069,45.89199383101981,39.32328285435397,69.53125,59840850.69381451,76.43312101910828,37,test,1,3
0.0008732552915625795,0.33302593410024006,0.33302707901631917,1.8969309016878682,-0.016118285916902366,0.3578965556776823,5.6960260027059775,1.2718858323627102,7.244694773633087,3.362857900506909,46.14105251069488,38.79727217767385,69.53125,59543143.30477701,0.0010152849095105719,0.3312083198897246,0.3312098760116033,1.5612471898312776,-0.021411817633422817,0.29925405287424356,4.713770037979993,1.2674814751563028,5.974616201304501,3.066697044358733,45.611761284026564,38.913358393179266,69.53125,58895273.63775757,75.79617834394905,38,test,1,3
0.0023664027164275493,0.32817615797085997,0.3281846896525356,1.6303657893074095,0.013886747205861371,0.30047302071933446,4.967830129518187,1.270193297842699,6.310104535354255,3.082548478269203,45.689570552441765,37.972634382275515,69.53125,57826636.90971589,0.001634157823522522,0.33026871002629477,0.3302727528789272,1.6219287357744174,0.0340565144491572,0.3265005604413016,4.910876606173081,1.2702547232212784,6.238064204167125,3.2279532054579585,46.112583418542954,38.05167031121334,69.53125,58561330.593879774,75.15923566878982,39,test,1,3
0.004916545935027212,0.33088932769340906,0.33092585212601244,1.5423101041584804,0.07863520926671733,0.28250576345916967,4.660591169427668,1.2710705736952792,5.923940291501479,3.028470227097444,45.724265192339324,38.711278950527195,2192.1875,58806624.99925858,0.005339600360220386,0.332212894003626,0.332255802468928,1.4830655903217957,0.06708432376461107,0.3032341264563514,4.463625854829205,1.2700793338457366,5.669158952255145,2.9156235340751877,45.901518774054026,38.8752735100955,69.53125,59281183.8054329,74.52229299363057,40,test,1,3
-0.002216498862133544,0.3371112083906124,0.3371184950277643,1.501658846226791,0.0448642349035746,0.44715495536315597,4.454394725803055,1.2769123164653682,5.687871487793169,2.988224511968803,46.20409907906287,39.86509097225842,69.53125,61014740.99092354,-0.0035638631027625155,0.3333492792781099,0.3333683295027447,1.4638335022427786,0.038757416220524546,0.3441608585581366,4.391039498028668,1.2728760078394319,5.589248826532759,2.8890475948018315,45.8987452496783,39.18256790688273,68.75,59670010.97457406,73.88535031847134,41,test,1,3
0.020072237250495457,0.33054530749000594,0.33115418616092224,1.627227240657728,0.024888295086506463,0.32747635801655095,4.913805437634038,1.2704874110723179,6.242927948991599,3.0565584742825145,45.76089812939922,38.89095216717944,69.53125,59089976.65716785,0.02177794617909603,0.3305211224006187,0.3312378168216068,1.4873238544607557,0.02501087035126266,0.3447473450865042,4.490199424473585,1.2716096323947155,5.709780839551056,2.9672861607244396,45.51897921264103,39.22530255454715,68.75,59156100.36726348,73.2484076433121,42,test,1,3
-0.0044067394108549054,0.3311938036153102,0.3312231195212856,1.6023481360124257,0.01274098126347304,0.31825069512065385,4.837669961938196,1.2681996838101957,6.135131516126623,3.1436443831632843,45.82640126424343,38.67142096030066,69.53125,58909292.16586109,-0.00468233572077619,0.3337481145000586,0.33378095841456606,1.6652337189286563,0.025694601327267752,0.2923885557098891,4.989001550098603,1.2702845860083463,6.337451768680989,3.265033923493241,45.94715723827742,39.24602579031532,69.53125,59824403.22847677,72.61146496815287,43,test,1,3
0.0046233878052281885,0.3365185429058408,0.3365503014918687,1.4475894759098722,0.0681354157478484,0.3466061269506975,4.301257403391587,1.2733547998883714,5.477026760180344,2.8558764998086383,46.47352769753558,39.4006046791727,68.75,60820626.23929225,0.0038803685523292283,0.3323120356285136,0.3323346901598874,1.61578388069344,0.10313398332862012,0.3508275365476803,4.861917604542633,1.2704399003251414,6.176774116922779,3.1861205837086928,45.96976510235099,38.81095430475033,69.53125,59302043.281174436,71.97452229299364,44,test,1,3
0.00660132920550272,0.3312074759056424,0.33127325524869367,1.4170414587558837,0.037804627114021744,0.31690335734611574,4.277560703437421,1.271486478747375,5.438860596458207,2.811989715600452,45.79124328670924,38.73656309025038,68.75,58939134.47280708,0.006066475524990704,0.3295305879582169,0.3295864234542792,1.5852094798027223,0.06766900040406337,0.38102774416662255,4.809692896885408,1.272793750625265,6.121747061601048,3.0095155091288617,45.74109450649527,38.31990157934816,69.53125,58337895.77139096,71.33757961783441,45,test,1,3
4.325370133658431e-05,0.3287319076608969,0.32873191050650247,1.3934758954395954,0.03415310021414154,0.34596927201291994,4.238943196260811,1.2730130055415951,5.396229818608486,2.7560688895191885,45.50241773318283,38.347747336866895,69.53125,58016067.50826092,0.0008481687681374722,0.3335013247181854,0.3335024032582731,1.5114889158337246,-0.009566292480986062,0.39254755383770057,4.532167987583152,1.2753082473762074,5.779911213076554,3.0087749527059033,45.91188110939322,39.198368038765345,69.53125,59710060.68990867,70.70063694267516,46,test,1,3
-0.000715504276304784,0.33382458586997926,0.33382535265859087,1.644409977606893,0.02264220991438447,0.34705439998644616,4.925958931836236,1.2718409449840227,6.265036262837852,3.143062517402388,46.003824262689506,39.183021208557896,69.53125,59828813.788327426,-0.00197693060232033,0.33505427142793587,0.3350601036481534,1.600346870440859,0.026952836858558742,0.31400619777214267,4.776297903007297,1.2718069261906875,6.074528754612866,3.163612958139488,46.185292556529575,39.31085659018513,69.53125,60267310.1928256,70.06369426751593,47,test,1,3
-0.0030596672658444093,0.3317463506340511,0.3317604598543782,1.5618643848906912,0.039124096133429036,0.37932386447451094,4.707807511394043,1.2752284129246247,6.003529901127749,2.992888254203864,45.8922516612585,38.7393856128913,69.53125,59094446.247191705,-0.0008620603085661462,0.3291454683012399,0.32914659720437356,1.5157470505587882,-0.018239258491179328,0.3642949926283472,4.605081940473553,1.2729695567765105,5.86212911670194,2.8661561282511347,45.63299891601375,38.30914454467895,68.75,58162563.41301684,69.4267515923567,48,test,1,3
-0.00610309142762607,0.33180907844810376,0.3318652019503609,1.486336445896811,0.018660203932579496,0.3134300100503884,4.478735453904723,1.2694915109795717,5.6857166386724165,2.890136050518364,45.96126823998861,38.69974227808888,69.53125,59148013.25045656,-0.007158426594776638,0.33104924116828527,0.3311266270619298,1.682266516656703,0.039142242345090075,0.32789554564072,5.080432617510378,1.270367419326471,6.454016073388177,3.3565719870596533,45.85756141935644,38.61761884472382,68.75,58887969.58009618,68.78980891719746,49,test,1,3
-0.001999331432669434,0.33355248808769633,0.3335584800835836,1.4858603739106233,0.06280808760149056,0.25458644177358636,4.4545723242708135,1.2679021315052348,5.647961744904125,2.9701866733810274,46.03848562038061,39.06857195327323,69.53125,59734351.42448873,-0.0016062412339899607,0.32978310273841027,0.32978701439364566,1.5837725124032151,0.04211415438664067,0.35036691813508636,4.802410171638732,1.2732816303094199,6.114820652777246,2.9599511256779927,45.935826348357175,38.12781041562814,68.75,58389791.85699237,68.15286624203823,50,test,1,3
-0.009439986732628067,0.3325778216524819,0.3327117683590742,1.4329017088142462,-0.008913802276303161,0.29213435184486514,4.306735874949581,1.2701686786949278,5.470281015789193,2.8450150056052466,45.59645622602567,39.3850967806158,69.53125,59477568.20546106,-0.008810904384602837,0.3349816535414831,0.33509750856349385,1.4308828756538428,0.007870195405562937,0.3151805516514803,4.270049281427143,1.2719949728018156,5.43148121960754,2.849264388889366,45.84601866561483,39.75041060010111,68.75,60325110.912852526,67.51592356687898,51,test,1,3
0.013961760341944521,0.32654581199517635,0.32684414953221197,1.5625784281630246,0.05578626501921694,0.3336349037518853,4.78080586846865,1.2721508645923703,6.081906319039278,2.835132103817907,45.04609338357799,38.440051465816246,69.53125,57455215.998019665,0.008933706084089842,0.3238860306484411,0.32400921584670994,1.439981075571814,0.06488517945603431,0.3121189972955225,4.444259623308464,1.2704716176093327,5.646305712717974,2.7842717466268603,44.76874526644941,37.92643844093991,68.75,56404464.19839616,66.87898089171975,52,test,1,3
0.012171646654532697,0.327687060987536,0.3279130356068999,1.620800268844195,0.01786801180323025,0.3372385393748867,4.942774738550673,1.2716081272052215,6.285272528504868,3.13467836075675,45.14494576349428,38.597440581998704,69.53125,57799942.92174457,0.010294258315531081,0.3263806546602137,0.32654295810918443,1.4151459869590255,0.019485698382289248,0.3098274706830604,4.333720730494262,1.2714025522692034,5.509903597589234,2.7751470335582638,45.125122769537285,38.225278982501166,68.75,57302198.81686397,66.24203821656052,53,test,1,3
